lead_id,lead_score,predicted_conversion,lead_category
LEAD000075,0.06895876006974681,0,Low Priority
LEAD000076,0.39047086073033727,0,Medium Priority
LEAD000077,0.10009350917876028,0,Low Priority
LEAD000078,0.18183696189373663,0,Low Priority
LEAD000079,0.013970604919542958,0,Low Priority
LEAD000080,0.30484758599838946,0,Medium Priority
LEAD000081,0.8338311106807643,1,High Priority
LEAD000082,0.3376207526001735,0,Medium Priority
LEAD000083,0.4014400357972657,0,Medium Priority
LEAD000084,0.5594150441874953,1,Medium Priority
LEAD000085,0.1426742865714709,0,Low Priority
LEAD000086,0.4434202212006941,0,Medium Priority
LEAD000087,0.08484643764402057,0,Low Priority
LEAD000088,0.21751887969539152,0,Low Priority
LEAD000089,0.6995064466224388,1,Medium Priority
LEAD000090,0.6195534165637017,1,Medium Priority
LEAD000091,0.6956074751576273,1,Medium Priority
LEAD000092,0.6658595219015258,1,Medium Priority
LEAD000093,0.6397038978364638,1,Medium Priority
LEAD000094,0.8269666862941377,1,High Priority
LEAD000095,0.43478727640167836,0,Medium Priority
LEAD000096,0.1793371156346761,0,Low Priority
LEAD000097,0.6799332397978147,1,Medium Priority
LEAD000098,0.3003286555698078,0,Medium Priority
LEAD000099,0.32610968411347113,0,Medium Priority
LEAD000100,0.7759141382217228,1,High Priority
LEAD000101,0.21335740951082985,0,Low Priority
LEAD000102,0.36806279808570097,0,Medium Priority
LEAD000103,0.1221860325825937,0,Low Priority
LEAD000104,0.26907554412443674,0,Low Priority
LEAD000105,0.04911797435778004,0,Low Priority
LEAD000106,0.1579315070343084,0,Low Priority
LEAD000107,0.3521879804378393,0,Medium Priority
LEAD000108,0.06056711844095804,0,Low Priority
LEAD000109,0.7321556548267001,1,High Priority
LEAD000110,0.30509263796875485,0,Medium Priority
LEAD000111,0.34009076573656594,0,Medium Priority
LEAD000112,0.41527537948482246,0,Medium Priority
LEAD000113,0.6702756850738223,1,Medium Priority
LEAD000114,0.5278481435711325,1,Medium Priority
LEAD000115,0.7966705003581728,1,High Priority
LEAD000116,0.6194965525243449,1,Medium Priority
LEAD000117,0.21938667391355654,0,Low Priority
LEAD000118,0.1541800276402274,0,Low Priority
LEAD000119,0.0813710890462535,0,Low Priority
LEAD000120,0.21563953559607285,0,Low Priority
LEAD000121,0.5904891535914885,1,Medium Priority
LEAD000122,0.13225462275509006,0,Low Priority
LEAD000123,0.6996322537890397,1,Medium Priority
LEAD000124,0.10571759058420997,0,Low Priority
LEAD000125,0.8087872445761196,1,High Priority
LEAD000126,0.2692244035981656,0,Low Priority
LEAD000127,0.512930536333344,1,Medium Priority
LEAD000128,0.565290177833784,1,Medium Priority
LEAD000129,0.23833097138938686,0,Low Priority
LEAD000130,0.06481212712373494,0,Low Priority
LEAD000131,0.8165001313603418,1,High Priority
LEAD000132,0.037745400475472445,0,Low Priority
LEAD000133,0.7899165132261193,1,High Priority
LEAD000134,0.43857358115894984,0,Medium Priority
LEAD000135,0.15094237658504317,0,Low Priority
LEAD000136,0.893787066571164,1,High Priority
LEAD000137,0.8906277265051996,1,High Priority
LEAD000138,0.35233512362748565,0,Medium Priority
LEAD000139,0.36997859477598566,0,Medium Priority
LEAD000140,0.4578593951914278,0,Medium Priority
LEAD000141,0.145600267709203,0,Low Priority
LEAD000142,0.46938291687759,0,Medium Priority
LEAD000143,0.11916708090170665,0,Low Priority
LEAD000144,0.19445419351219004,0,Low Priority
LEAD000145,0.8025459389625536,1,High Priority
LEAD000146,0.5181713607831754,1,Medium Priority
LEAD000147,0.5887806502932668,1,Medium Priority
LEAD000148,0.571658398169489,1,Medium Priority
LEAD000149,0.05082188632145539,0,Low Priority
LEAD000150,0.04310704040615087,0,Low Priority
LEAD000151,0.605916698491711,1,Medium Priority
LEAD000152,0.05052619030558442,0,Low Priority
LEAD000153,0.8552576377194652,1,High Priority
LEAD000154,0.6306811420410388,1,Medium Priority
LEAD000155,0.34293114999793634,0,Medium Priority
LEAD000156,0.13979639130687868,0,Low Priority
LEAD000157,0.09028272890695252,0,Low Priority
LEAD000158,0.19882402710215724,0,Low Priority
LEAD000159,0.2028568784300176,0,Low Priority
LEAD000160,0.5335640205748737,1,Medium Priority
LEAD000161,0.1843556989667756,0,Low Priority
LEAD000162,0.3225018370608822,0,Medium Priority
LEAD000163,0.03141164345740525,0,Low Priority
LEAD000164,0.8527295271563511,1,High Priority
LEAD000165,0.09433521469778243,0,Low Priority
LEAD000166,0.07317491022293217,0,Low Priority
LEAD000167,0.07259317330702215,0,Low Priority
LEAD000168,0.49778358853624693,0,Medium Priority
LEAD000169,0.3311684480228368,0,Medium Priority
LEAD000170,0.10433497210503298,0,Low Priority
LEAD000171,0.11351808278330845,0,Low Priority
LEAD000172,0.19070575298143608,0,Low Priority
LEAD000173,0.16240337243066572,0,Low Priority
LEAD000174,0.3474339699276967,0,Medium Priority
LEAD000175,0.08642702780938512,0,Low Priority
LEAD000176,0.5772781022429707,1,Medium Priority
LEAD000177,0.21365703443410689,0,Low Priority
LEAD000178,0.4898448249329153,0,Medium Priority
LEAD000179,0.35484361739997444,0,Medium Priority
LEAD000180,0.6285891785758216,1,Medium Priority
LEAD000181,0.6018476584108098,1,Medium Priority
LEAD000182,0.05789486003490654,0,Low Priority
LEAD000183,0.20537061559384787,0,Low Priority
LEAD000184,0.1605798073551452,0,Low Priority
LEAD000185,0.7882816263405976,1,High Priority
LEAD000186,0.03711633812096118,0,Low Priority
LEAD000187,0.7082011099071867,1,High Priority
LEAD000188,0.0733826298641024,0,Low Priority
LEAD000189,0.0712517125368867,0,Low Priority
LEAD000190,0.6987690753476977,1,Medium Priority
LEAD000191,0.7238232492360198,1,High Priority
LEAD000192,0.3215625721524187,0,Medium Priority
LEAD000193,0.06786828457512482,0,Low Priority
LEAD000194,0.2975047417275144,0,Low Priority
LEAD000195,0.18443366019281124,0,Low Priority
LEAD000196,0.6841441733528013,1,Medium Priority
LEAD000197,0.046052766730242424,0,Low Priority
LEAD000198,0.05447894224741471,0,Low Priority
LEAD000199,0.04769690595301363,0,Low Priority
LEAD000200,0.0805571514644608,0,Low Priority
LEAD000201,0.25318010370053423,0,Low Priority
LEAD000202,0.06033671293971698,0,Low Priority
LEAD000203,0.5573007792048927,1,Medium Priority
LEAD000204,0.025249486779664404,0,Low Priority
LEAD000205,0.048063550169543605,0,Low Priority
LEAD000206,0.07550490377978744,0,Low Priority
LEAD000207,0.24773297048278756,0,Low Priority
LEAD000208,0.06252071151242945,0,Low Priority
LEAD000209,0.45572645272490586,0,Medium Priority
LEAD000210,0.35447178513599104,0,Medium Priority
LEAD000211,0.09313482896131539,0,Low Priority
LEAD000212,0.677453226082205,1,Medium Priority
LEAD000213,0.730845875170082,1,High Priority
LEAD000214,0.4875072462986913,0,Medium Priority
LEAD000215,0.8162796994493011,1,High Priority
LEAD000216,0.6292584049175346,1,Medium Priority
LEAD000217,0.07040655598526752,0,Low Priority
LEAD000218,0.051651370538569934,0,Low Priority
LEAD000219,0.3762034321795932,0,Medium Priority
LEAD000220,0.10958708347545223,0,Low Priority
LEAD000221,0.05134582268097625,0,Low Priority
LEAD000222,0.3357280251588115,0,Medium Priority
LEAD000223,0.3464965727666902,0,Medium Priority
LEAD000224,0.6685289002611662,1,Medium Priority
LEAD000225,0.2636501024601609,0,Low Priority
LEAD000226,0.3376724239173778,0,Medium Priority
LEAD000227,0.5662793440814352,1,Medium Priority
LEAD000228,0.1962327449830278,0,Low Priority
LEAD000229,0.06268975256180498,0,Low Priority
LEAD000230,0.7030391416683537,1,High Priority
LEAD000231,0.4939111478771923,0,Medium Priority
LEAD000232,0.1219682829709925,0,Low Priority
LEAD000233,0.12180695266954177,0,Low Priority
LEAD000234,0.5321258387428074,1,Medium Priority
LEAD000235,0.08962539383869335,0,Low Priority
LEAD000236,0.2599527088343317,0,Low Priority
LEAD000237,0.3391470517994651,0,Medium Priority
LEAD000238,0.33530867156119015,0,Medium Priority
LEAD000239,0.6430105681982724,1,Medium Priority
LEAD000240,0.6690964506995708,1,Medium Priority
LEAD000241,0.5086259472968867,1,Medium Priority
LEAD000242,0.4229202778406485,0,Medium Priority
LEAD000243,0.22508037335408954,0,Low Priority
LEAD000244,0.10001882981998082,0,Low Priority
LEAD000245,0.5965755536587278,1,Medium Priority
LEAD000246,0.49210293930714094,0,Medium Priority
LEAD000247,0.4759104614454504,0,Medium Priority
LEAD000248,0.7631210598093088,1,High Priority
LEAD000249,0.4080213305644923,0,Medium Priority
LEAD000250,0.5694530105682464,1,Medium Priority
LEAD000251,0.15503387576181604,0,Low Priority
LEAD000252,0.04063677642949866,0,Low Priority
LEAD000253,0.1647640738439315,0,Low Priority
LEAD000254,0.14551752593145625,0,Low Priority
LEAD000255,0.3077040501212717,0,Medium Priority
LEAD000256,0.687369925498193,1,Medium Priority
LEAD000257,0.46076886074714335,0,Medium Priority
LEAD000258,0.6462244124543236,1,Medium Priority
LEAD000259,0.17170639055446635,0,Low Priority
LEAD000260,0.09363056602112625,0,Low Priority
LEAD000261,0.28982016159760254,0,Low Priority
LEAD000262,0.8664282393630407,1,High Priority
LEAD000263,0.7515230145963828,1,High Priority
LEAD000264,0.5237255642333014,1,Medium Priority
LEAD000265,0.13884343077650263,0,Low Priority
LEAD000266,0.0527411559092872,0,Low Priority
LEAD000267,0.4297230947943029,0,Medium Priority
LEAD000268,0.7932722056445601,1,High Priority
LEAD000269,0.5614276622109238,1,Medium Priority
LEAD000270,0.2178820836406509,0,Low Priority
LEAD000271,0.14880469263300009,0,Low Priority
LEAD000272,0.7186875758250635,1,High Priority
LEAD000273,0.2621761975688439,0,Low Priority
LEAD000274,0.20668040882197686,0,Low Priority
LEAD000275,0.37055290256892937,0,Medium Priority
LEAD000276,0.5823227234103142,1,Medium Priority
LEAD000277,0.03202133595622852,0,Low Priority
LEAD000278,0.14975981969945518,0,Low Priority
LEAD000279,0.1290649848009165,0,Low Priority
LEAD000280,0.09525963929918901,0,Low Priority
LEAD000281,0.05177534828625727,0,Low Priority
LEAD000282,0.09163097942174915,0,Low Priority
LEAD000283,0.3276547942075739,0,Medium Priority
LEAD000284,0.7125406338062523,1,High Priority
LEAD000285,0.30399535400739014,0,Medium Priority
LEAD000286,0.16548256917265083,0,Low Priority
LEAD000287,0.33819450174268595,0,Medium Priority
LEAD000288,0.02836885285204349,0,Low Priority
LEAD000289,0.17802433594976627,0,Low Priority
LEAD000290,0.1311174445354426,0,Low Priority
LEAD000291,0.7085671509945574,1,High Priority
LEAD000292,0.7439929870422051,1,High Priority
LEAD000293,0.34029943787818745,0,Medium Priority
LEAD000294,0.15603595071522675,0,Low Priority
LEAD000295,0.688365486964761,1,Medium Priority
LEAD000296,0.09378284572343427,0,Low Priority
LEAD000297,0.7802394335799785,1,High Priority
LEAD000298,0.17806765580748599,0,Low Priority
LEAD000299,0.10539981405566476,0,Low Priority
LEAD000300,0.019975551069868862,0,Low Priority
LEAD000301,0.06608942004560837,0,Low Priority
LEAD000302,0.1335749582721627,0,Low Priority
LEAD000303,0.2355063012473301,0,Low Priority
LEAD000304,0.0532131319106935,0,Low Priority
LEAD000305,0.46091076812335974,0,Medium Priority
LEAD000306,0.1442853920417829,0,Low Priority
LEAD000307,0.09583221688646924,0,Low Priority
LEAD000308,0.3473709460395288,0,Medium Priority
LEAD000309,0.06307025276105485,0,Low Priority
LEAD000310,0.013749396881707742,0,Low Priority
LEAD000311,0.07858552260894351,0,Low Priority
LEAD000312,0.14954106923943003,0,Low Priority
LEAD000313,0.12700388111780636,0,Low Priority
LEAD000314,0.5282463982859575,1,Medium Priority
LEAD000315,0.03720766364659909,0,Low Priority
LEAD000316,0.2618571924609874,0,Low Priority
LEAD000317,0.05746771091320391,0,Low Priority
LEAD000318,0.33518319572766064,0,Medium Priority
LEAD000319,0.7201207756726402,1,High Priority
LEAD000320,0.061931453999997346,0,Low Priority
LEAD000321,0.5472834035455632,1,Medium Priority
LEAD000322,0.029189208599396915,0,Low Priority
LEAD000323,0.12428628023826108,0,Low Priority
LEAD000324,0.7839662690724502,1,High Priority
LEAD000325,0.7443118913139097,1,High Priority
LEAD000326,0.6546422521466191,1,Medium Priority
LEAD000327,0.38751315473188647,0,Medium Priority
LEAD000328,0.03263625424567276,0,Low Priority
LEAD000329,0.06910416116169575,0,Low Priority
LEAD000330,0.030464751743165607,0,Low Priority
LEAD000331,0.5891262432410599,1,Medium Priority
LEAD000332,0.6613917417409131,1,Medium Priority
LEAD000333,0.04124634271372854,0,Low Priority
LEAD000334,0.0875064210428348,0,Low Priority
LEAD000335,0.06567708473831077,0,Low Priority
LEAD000336,0.2973935688652323,0,Low Priority
LEAD000337,0.25433662844007787,0,Low Priority
LEAD000338,0.7125276664217779,1,High Priority
LEAD000339,0.38156488701999874,0,Medium Priority
LEAD000340,0.41576846344943175,0,Medium Priority
LEAD000341,0.610450609029643,1,Medium Priority
LEAD000342,0.09909551835977888,0,Low Priority
LEAD000343,0.7996134391634732,1,High Priority
LEAD000344,0.6461870008507056,1,Medium Priority
LEAD000345,0.4684281663361366,0,Medium Priority
LEAD000346,0.8108696925151289,1,High Priority
LEAD000347,0.1188124579441814,0,Low Priority
LEAD000348,0.11548538450579032,0,Low Priority
LEAD000349,0.4729116298716536,0,Medium Priority
LEAD000350,0.20247427064174087,0,Low Priority
LEAD000351,0.45500123634147405,0,Medium Priority
LEAD000352,0.03300758112165448,0,Low Priority
LEAD000353,0.43688904862432026,0,Medium Priority
LEAD000354,0.19092580534374926,0,Low Priority
LEAD000355,0.1500198820297793,0,Low Priority
LEAD000356,0.6896441190187551,1,Medium Priority
LEAD000357,0.8759121212003409,1,High Priority
LEAD000358,0.3051602870532913,0,Medium Priority
LEAD000359,0.5729211752338108,1,Medium Priority
LEAD000360,0.49048775730844224,0,Medium Priority
LEAD000361,0.631214152231502,1,Medium Priority
LEAD000362,0.7207717989082802,1,High Priority
LEAD000363,0.2367954434172195,0,Low Priority
LEAD000364,0.7055926885875424,1,High Priority
LEAD000365,0.6615708312259242,1,Medium Priority
LEAD000366,0.4772500459566717,0,Medium Priority
LEAD000367,0.8250412184337466,1,High Priority
LEAD000368,0.4087288583477999,0,Medium Priority
LEAD000369,0.08556232410225581,0,Low Priority
LEAD000370,0.712763415348702,1,High Priority
LEAD000371,0.1726358009643365,0,Low Priority
LEAD000372,0.30354549161459476,0,Medium Priority
LEAD000373,0.6888168186778335,1,Medium Priority
LEAD000374,0.848695116362861,1,High Priority
LEAD000375,0.8395365457731055,1,High Priority
LEAD000376,0.1344471118451011,0,Low Priority
LEAD000377,0.6307700157745263,1,Medium Priority
LEAD000378,0.4696021290965197,0,Medium Priority
LEAD000379,0.08171334246575301,0,Low Priority
LEAD000380,0.2204295822332671,0,Low Priority
LEAD000381,0.03275568977266932,0,Low Priority
LEAD000382,0.3593924917076805,0,Medium Priority
LEAD000383,0.2917864227369787,0,Low Priority
LEAD000384,0.5794013345915701,1,Medium Priority
LEAD000385,0.8703316265468685,1,High Priority
LEAD000386,0.5824959761025001,1,Medium Priority
LEAD000387,0.14121039721352333,0,Low Priority
LEAD000388,0.5321684303612589,1,Medium Priority
LEAD000389,0.49962318521197147,0,Medium Priority
LEAD000390,0.19347459760410865,0,Low Priority
LEAD000391,0.6997340220872735,1,Medium Priority
LEAD000392,0.11528425306814297,0,Low Priority
LEAD000393,0.16315849730377163,0,Low Priority
LEAD000394,0.6111257418664573,1,Medium Priority
LEAD000395,0.5863410578415988,1,Medium Priority
LEAD000396,0.2735922348557677,0,Low Priority
LEAD000397,0.3426171359771397,0,Medium Priority
LEAD000398,0.7064284221918495,1,High Priority
LEAD000399,0.17655011986381006,0,Low Priority
LEAD000400,0.532285874834633,1,Medium Priority
LEAD000401,0.4350894244282028,0,Medium Priority
LEAD000402,0.3999697100607223,0,Medium Priority
LEAD000403,0.3324624176861685,0,Medium Priority
LEAD000404,0.30085710145397837,0,Medium Priority
LEAD000405,0.4653125763651302,0,Medium Priority
LEAD000406,0.05012191269130135,0,Low Priority
LEAD000407,0.04330683182210604,0,Low Priority
LEAD000408,0.31283064299922736,0,Medium Priority
LEAD000409,0.4603645990292469,0,Medium Priority
LEAD000410,0.3006014633715202,0,Medium Priority
LEAD000411,0.478244212431599,0,Medium Priority
LEAD000412,0.09126137605808023,0,Low Priority
LEAD000413,0.48900083589429266,0,Medium Priority
LEAD000414,0.12045738652524042,0,Low Priority
LEAD000415,0.789048070809898,1,High Priority
LEAD000416,0.3745863457293819,0,Medium Priority
LEAD000417,0.2583569542830947,0,Low Priority
LEAD000418,0.18971737312580977,0,Low Priority
LEAD000419,0.5298885156635731,1,Medium Priority
LEAD000420,0.2417028801881403,0,Low Priority
LEAD000421,0.5491382279892695,1,Medium Priority
LEAD000422,0.03584937997526599,0,Low Priority
LEAD000423,0.027233357816441754,0,Low Priority
LEAD000424,0.2949985628313826,0,Low Priority
LEAD000425,0.1385866490282642,0,Low Priority
LEAD000426,0.5386134420263853,1,Medium Priority
LEAD000427,0.05514058218503127,0,Low Priority
LEAD000428,0.2837405833102662,0,Low Priority
LEAD000429,0.24624522202782625,0,Low Priority
LEAD000430,0.4985677319234733,0,Medium Priority
LEAD000431,0.4657215435025474,0,Medium Priority
LEAD000432,0.21267440637551363,0,Low Priority
LEAD000433,0.059288970308832886,0,Low Priority
LEAD000434,0.4285627434160262,0,Medium Priority
LEAD000435,0.39914369442171604,0,Medium Priority
LEAD000436,0.2580469486941698,0,Low Priority
LEAD000437,0.0819073292242123,0,Low Priority
LEAD000438,0.33632333407899145,0,Medium Priority
LEAD000439,0.1124004278198942,0,Low Priority
LEAD000440,0.5708858110875864,1,Medium Priority
LEAD000441,0.2157314414524207,0,Low Priority
LEAD000442,0.6571811290618932,1,Medium Priority
LEAD000443,0.20928298927219463,0,Low Priority
LEAD000444,0.6788769502366222,1,Medium Priority
LEAD000445,0.797495520213162,1,High Priority
LEAD000446,0.693062016872843,1,Medium Priority
LEAD000447,0.5179928727376834,1,Medium Priority
LEAD000448,0.5488218524896478,1,Medium Priority
LEAD000449,0.7033459814104639,1,High Priority
LEAD000450,0.2999553614337647,0,Low Priority
LEAD000451,0.8453414525585925,1,High Priority
LEAD000452,0.17922898663303327,0,Low Priority
LEAD000453,0.7384517159552242,1,High Priority
LEAD000454,0.22758283793732856,0,Low Priority
LEAD000455,0.2703680452911163,0,Low Priority
LEAD000456,0.5640400754667574,1,Medium Priority
LEAD000457,0.11964918807439787,0,Low Priority
LEAD000458,0.34105145590600255,0,Medium Priority
LEAD000459,0.16993342396383665,0,Low Priority
LEAD000460,0.09068108294987498,0,Low Priority
LEAD000461,0.43529035722497056,0,Medium Priority
LEAD000462,0.6471413347141647,1,Medium Priority
LEAD000463,0.3565148084953371,0,Medium Priority
LEAD000464,0.09531785102005909,0,Low Priority
LEAD000465,0.5855908221311009,1,Medium Priority
LEAD000466,0.5749102811063993,1,Medium Priority
LEAD000467,0.3066970496670819,0,Medium Priority
LEAD000468,0.11732605162488174,0,Low Priority
LEAD000469,0.4176970816345356,0,Medium Priority
LEAD000470,0.10304737789227468,0,Low Priority
LEAD000471,0.25018002317822996,0,Low Priority
LEAD000472,0.6661165848652302,1,Medium Priority
LEAD000473,0.4203446452103792,0,Medium Priority
LEAD000474,0.03668034422473309,0,Low Priority
LEAD000475,0.573411772139442,1,Medium Priority
LEAD000476,0.07149432107863349,0,Low Priority
LEAD000477,0.32749045258439924,0,Medium Priority
LEAD000478,0.2208970482179531,0,Low Priority
LEAD000479,0.7273106640599006,1,High Priority
LEAD000480,0.8024778329287059,1,High Priority
LEAD000481,0.06933767473303239,0,Low Priority
LEAD000482,0.5674571722619749,1,Medium Priority
LEAD000483,0.1010837220689833,0,Low Priority
LEAD000484,0.2653643765463528,0,Low Priority
LEAD000485,0.4916658100805142,0,Medium Priority
LEAD000486,0.7810252689378151,1,High Priority
LEAD000487,0.40428162509714105,0,Medium Priority
LEAD000488,0.060968068887958415,0,Low Priority
LEAD000489,0.40193846363393465,0,Medium Priority
LEAD000490,0.7486823906937774,1,High Priority
LEAD000491,0.031005768699576722,0,Low Priority
LEAD000492,0.5999301977109559,1,Medium Priority
LEAD000493,0.4289103557086767,0,Medium Priority
LEAD000494,0.09304951457453692,0,Low Priority
LEAD000495,0.12018917702904289,0,Low Priority
LEAD000496,0.8004119934494608,1,High Priority
LEAD000497,0.7087390017935554,1,High Priority
LEAD000498,0.1138528113560754,0,Low Priority
LEAD000499,0.09204617089363658,0,Low Priority
LEAD000500,0.38812590764122956,0,Medium Priority
LEAD000501,0.08107742663334248,0,Low Priority
LEAD000502,0.3947578146891863,0,Medium Priority
LEAD000503,0.7228325515923586,1,High Priority
LEAD000504,0.057033350772143575,0,Low Priority
LEAD000505,0.6511267485477361,1,Medium Priority
LEAD000506,0.8232504195410135,1,High Priority
LEAD000507,0.05848138066866618,0,Low Priority
LEAD000508,0.11676317477516557,0,Low Priority
LEAD000509,0.47391203084750155,0,Medium Priority
LEAD000510,0.5493039944749326,1,Medium Priority
LEAD000511,0.5798463086769798,1,Medium Priority
LEAD000512,0.03529992941499134,0,Low Priority
LEAD000513,0.07769803648020075,0,Low Priority
LEAD000514,0.11046878377899556,0,Low Priority
LEAD000515,0.7267232224729016,1,High Priority
LEAD000516,0.6330400155933771,1,Medium Priority
LEAD000517,0.6927631995901609,1,Medium Priority
LEAD000518,0.12212957029106715,0,Low Priority
LEAD000519,0.08076826314573596,0,Low Priority
LEAD000520,0.6236571945111492,1,Medium Priority
LEAD000521,0.13368537248719878,0,Low Priority
LEAD000522,0.3801469135313893,0,Medium Priority
LEAD000523,0.6186867108776404,1,Medium Priority
LEAD000524,0.1362478680928228,0,Low Priority
LEAD000525,0.6057733306467231,1,Medium Priority
LEAD000526,0.8071380878816438,1,High Priority
LEAD000527,0.5049540676212845,1,Medium Priority
LEAD000528,0.1659122814741521,0,Low Priority
LEAD000529,0.18075681853935635,0,Low Priority
LEAD000530,0.8508839015049433,1,High Priority
LEAD000531,0.0478809489140927,0,Low Priority
LEAD000532,0.66156822195038,1,Medium Priority
LEAD000533,0.3466462272527958,0,Medium Priority
LEAD000534,0.3923368316135636,0,Medium Priority
LEAD000535,0.5495759002876938,1,Medium Priority
LEAD000536,0.22779580964590498,0,Low Priority
LEAD000537,0.5713468325043638,1,Medium Priority
LEAD000538,0.5901051766033478,1,Medium Priority
LEAD000539,0.24626882358885518,0,Low Priority
LEAD000540,0.17488545179992454,0,Low Priority
LEAD000541,0.15550538237967776,0,Low Priority
LEAD000542,0.07283399613738545,0,Low Priority
LEAD000543,0.25093244353668825,0,Low Priority
LEAD000544,0.4176725426586398,0,Medium Priority
LEAD000545,0.14399841304520647,0,Low Priority
LEAD000546,0.043518069863758675,0,Low Priority
LEAD000547,0.5216498901832479,1,Medium Priority
LEAD000548,0.04951774778939192,0,Low Priority
LEAD000549,0.06127757898061617,0,Low Priority
LEAD000550,0.754660021702443,1,High Priority
LEAD000551,0.19991254444171816,0,Low Priority
LEAD000552,0.08053364365045423,0,Low Priority
LEAD000553,0.807798039196235,1,High Priority
LEAD000554,0.602177521915588,1,Medium Priority
LEAD000555,0.5115278618514169,1,Medium Priority
LEAD000556,0.3662885182694389,0,Medium Priority
LEAD000557,0.12010977783419617,0,Low Priority
LEAD000558,0.4588630821450627,0,Medium Priority
LEAD000559,0.2051445073056417,0,Low Priority
LEAD000560,0.10522711075299876,0,Low Priority
LEAD000561,0.23962327254716997,0,Low Priority
LEAD000562,0.5126158847050365,1,Medium Priority
LEAD000563,0.04910911654139858,0,Low Priority
LEAD000564,0.4429396688957497,0,Medium Priority
LEAD000565,0.0851803584580632,0,Low Priority
LEAD000566,0.11090473425668222,0,Low Priority
LEAD000567,0.5213705118562726,1,Medium Priority
LEAD000568,0.2533743180593776,0,Low Priority
LEAD000569,0.39863127822465627,0,Medium Priority
LEAD000570,0.42951282728950785,0,Medium Priority
LEAD000571,0.7159832572474757,1,High Priority
LEAD000572,0.6946445588286948,1,Medium Priority
LEAD000573,0.021163925730571964,0,Low Priority
LEAD000574,0.35102051710232807,0,Medium Priority
LEAD000575,0.09502241629562219,0,Low Priority
LEAD000576,0.5279854518390383,1,Medium Priority
